Unnamed: 0,tconst,primaryTitle,originalTitle,startYear,endYear,runtimeMinutes,numVotes,label
3779,tt0212742,After Alice,After Alice,2000,\N,100,1750.0,False
3781,tt0213790,The Ladies Man,,2000,\N,84,13018.0,False
3784,tt0214871,The Last Patrol,,2000,\N,95,,False
3802,tt0220506,Halloween: Resurrection,Halloween: Resurrection,2002,\N,94,41851.0,False
3817,tt0227277,Burnt Money,,2000,\N,125,6425.0,True
3825,tt0232960,Wớh Káún Thi?,Woh Kaun Thi?,1964,\N,140,1029.0,True
3830,tt0233656,Epicenter,Epicenter,2000,\N,102,1384.0,False
3831,tt0233687,The Eyes of Tammy Faye,The Eyes of Tammy Faye,2000,\N,79,1719.0,True
3835,tt0234652,Sanctimony,Sanctimony,2000,\N,87,1586.0,False
3867,tt0241760,The New Guy,The New Guy,2002,\N,88,,False
3869,tt0242150,Xchange,,2001,\N,110,2552.0,False
3887,tt0245573,XX/XY,,2002,\N,91,3205.0,False
3898,tt0246989,Tomcats,,2001,\N,95,18199.0,False
3902,tt0247944,Badal,,2000,\N,166,1349.0,False
3906,tt0248126,Kabhi Khushi Kabhie Gham...,Kabhi Khushi Kabhie Gham...,2001,\N,210,,True
3908,tt0248547,Tholi Prema,Tholi Prema,\N,1998,146,3869.0,True
3931,tt0252487,The Chaos Class,,\N,1975,87,39349.0,True
3934,tt0252490,Thé Cháớs Cláss Is Wáking Úp,,1977,\N,94,,True
3935,tt0252589,Kanli Nigar,Kanli Nigar,1981,\N,81,,True
3968,tt0258291,Wings of Glass,,2000,\N,105,1559.0,False
3974,tt0259324,Ghost Rider,Ghost Rider,2007,\N,110,231319.0,False
3982,tt0261199,Thé Pricé ớf Áir,The Price of Air,\N,2000,88,1128.0,False
3986,tt0262432,George Washington,George Washington,2000,\N,89,8177.0,True
3987,tt0262455,Gundamma Katha,Gundamma Katha,1962,\N,166,1486.0,True
3989,tt0262942,Savage Souls,,2001,\N,120,1888.0,True
4016,tt0266543,Finding Nemo,,\N,2003,100,993387.0,True
4019,tt0266987,Spy Game,,2001,\N,126,153146.0,True
4026,tt0268282,The Elm-Chanted Forest,Cudesna suma,1986,\N,83,1425.0,True
4029,tt0269356,Ice Planet,,2001,\N,83,1041.0,False
4035,tt0270321,Dr. Babasaheb Ambedkar,,2000,\N,197,1797.0,True
4054,tt0273718,Commissar Shakespeare,,2000,\N,113,3222.0,False
4057,tt0274497,The Ignorant Fairies,,2001,\N,106,9029.0,True
4066,tt0276744,13 Moons,13 Moons,2002,\N,93,1233.0,False
4069,tt0277615,Bug,,2002,\N,86,1124.0,True
4079,tt0279983,Néréyé Bákiyớr Bú Ádámlár,Nereye Bakiyor Bu Adamlar,1976,\N,88,1772.0,True
4092,tt0281373,Snow Dogs,,2002,\N,99,26380.0,False
4108,tt0283885,Anja & Viktor,Anja & Viktor,2001,\N,90,1381.0,False
4117,tt0285665,Kúrúthipúnál,Kuruthipunal,\N,1995,143,,True
4123,tt0286716,Hulk,,2003,\N,138,260766.0,False
4126,tt0287467,Talk to Her,Hable con ella,\N,2002,112,109499.0,True
4144,tt0291131,The Devils,Les diables,2002,\N,105,1194.0,True
4145,tt0291376,Nayak: The Real Hero,Nayak: The Real Hero,2001,\N,187,15736.0,True
4150,tt0292490,Dil Chahta Hai,Dil Chahta Hai,2001,\N,183,70185.0,True
4197,tt0303816,Cabin Fever,Cabin Fever,2002,\N,93,76510.0,False
4203,tt0304711,The Order,The Order,2003,\N,102,17432.0,False
4212,tt0306841,Thé Lizzié McGúiré Mớvié,The Lizzie McGuire Movie,2003,\N,94,,False
4219,tt0307466,Sin,Sin,2003,\N,107,,False
4235,tt0310254,Tumko Na Bhool Paayenge,,2002,\N,160,2946.0,False
4244,tt0312773,The Man of the Year,O Homem do Ano,2003,\N,105,2869.0,True
4260,tt0315543,Ớpén Héárts,Elsker dig for evigt,2002,\N,113,10116.0,True
4262,tt0315642,Wazir,,2016,\N,103,18501.0,True
4290,tt0323571,Nemesis Game,Nemesis Game,2003,\N,92,2151.0,False
4315,tt0328844,The Inheritance,,2003,\N,115,4697.0,True
4321,tt0329393,Mr. and Mrs. Iyer,,2002,\N,120,4776.0,True
4328,tt0330536,Á Cớlt Is My Pásspớrt,,1967,\N,84,1933.0,True
4337,tt0333701,Cheese and Jam,,2003,\N,92,,True
4338,tt0333764,Blue Gate Crossing,,2002,\N,85,3661.0,True
4350,tt0337721,The Snow Walker,,2003,\N,103,10448.0,True
4371,tt0340137,Grándé écớlé,,2004,\N,110,,False
4374,tt0341495,Naked Weapon,,2002,\N,92,7448.0,False
4387,tt0346491,Alexander,,2004,\N,175,166862.0,False
4394,tt0347457,Daybreak,,2003,\N,110,1474.0,True
4415,tt0353357,Dáy ớf Wráth,,\N,2006,109,,False
4427,tt0357282,The King,,2002,\N,130,2131.0,True
4435,tt0359013,Blade: Trinity,Blade: Trinity,2004,\N,113,172067.0,False
4448,tt0361841,Little Black Book,,2004,\N,107,17925.0,False
4455,tt0362270,The Life Aquatic with Steve Zissou,The Life Aquatic with Steve Zissou,2004,\N,119,189780.0,True
4473,tt0366555,Dead Scared,The Hazing,2004,\N,87,1765.0,False
4477,tt0366840,Okkadu,,2003,\N,171,9170.0,True
4489,tt0368578,Are We There Yet?,,2005,\N,95,,False
4514,tt0372873,Dragon Wars: D-War,,2007,\N,107,24278.0,False
4555,tt0377818,The Dukes of Hazzard,The Dukes of Hazzard,2005,\N,104,77620.0,False
4580,tt0381681,Béfớré Súnsét,,2004,\N,80,250751.0,True
4593,tt0382628,Dark Water,,2005,\N,105,61511.0,False
4606,tt0385002,Gréén Stréét Hớớligáns,,2005,\N,109,147163.0,True
4612,tt0385751,Thé Kétchúp Éfféct,Hip Hip Hora!,2004,\N,90,4678.0,False
4633,tt0388285,Going the Distance,,2004,\N,93,3633.0,False
4638,tt0388795,Brokeback Mountain,,2005,\N,134,342121.0,True
4673,tt0397401,Drop Dead Sexy,Drop Dead Sexy,2005,\N,83,2423.0,False
4691,tt0402022,Æon Flux,Æon Flux,2005,\N,93,126687.0,False
4694,tt0402230,The Great New Wonderful,,2005,\N,88,1492.0,False
4699,tt0402906,Czech Dream,Ceský sen,\N,2004,90,2244.0,True
4700,tt0403016,Súpércrớss,,2005,\N,80,4656.0,False
4719,tt0407732,Dirty Deeds,Dirty Deeds,2005,\N,87,8522.0,False
4721,tt0407998,The Mistress of Spices,,2005,\N,92,5315.0,False
4726,tt0408524,Bad News Bears,,2005,\N,113,21320.0,False
4735,tt0410407,Ớrwéll Rớlls in His Grávé,Orwell Rolls in His Grave,2003,\N,84,1131.0,True
4749,tt0413615,Unforgivable Blackness: The Rise and Fall of Jack Johnson,Unforgivable Blackness: The Rise and Fall of Jack Johnson,\N,2004,214,1517.0,True
4760,tt0415689,Ouija Board,Bunshinsaba,2004,\N,120,1457.0,False
4764,tt0416051,Mr. Fix It,Mr. Fix It,\N,2006,93,1902.0,False
4767,tt0416991,Moolaadé,,2004,\N,124,3779.0,True
4768,tt0417011,Nerukku Ner,,1997,\N,178,2121.0,True
4811,tt0424205,Joyeux Noel,Joyeux Noël,2005,\N,116,28972.0,True
4813,tt0424345,Clerks II,,2006,\N,97,132963.0,True
4822,tt0424992,Emma's Bliss,,\N,2006,99,1980.0,True
4872,tt0433383,"Good Night, and Good Luck.",,2005,\N,93,96558.0,True
4878,tt0434541,Macbeth,Macbeth,2006,\N,109,2194.0,False
4902,tt0439876,What Love Is,,\N,2007,93,,False
4906,tt0441297,Habana Blues,,2005,\N,115,,True
4910,tt0442286,The Hidden Blade,Kakushi ken oni no tsume,\N,2004,132,6584.0,True
4913,tt0443431,Another Gay Movie,,2006,\N,92,8970.0,False
4919,tt0443737,Death Trance,,2005,\N,89,1844.0,False
4929,tt0446055,The Trials of Darryl Hunt,,2006,\N,106,1052.0,True
4948,tt0450405,Cirque du Freak: The Vampire's Assistant,Cirque du Freak: The Vampire's Assistant,2009,\N,119,44555.0,False
4955,tt0451134,Mustang Sally,,2006,\N,85,1422.0,False
4961,tt0452625,Good Luck Chuck,,2007,\N,101,88736.0,False
4970,tt0454776,Amazing Grace,Amazing Grace,\N,2006,118,24543.0,True
4986,tt0457297,The Butterfly Effect 2,The Butterfly Effect 2,2006,\N,92,35369.0,False
4991,tt0457496,Street Fight,Street Fight,2005,\N,83,2046.0,True
5028,tt0466449,Island of Lost Souls,,2007,\N,100,1773.0,False
5029,tt0466561,Thé Bớrdér Pớst,Karaula,2006,\N,94,6050.0,True
5041,tt0468965,Whén á Mán Fálls,When a Man Falls in the Forest,\N,2007,86,1343.0,False
5054,tt0472465,Infection,Infection,2005,\N,81,1347.0,False
5055,tt0472562,Shake Hands with the Devil,Shake Hands with the Devil,2007,\N,112,3373.0,True
5058,tt0473348,Déád Mén Wálking,,2005,\N,82,1332.0,False
5062,tt0473604,Anukokunda Oka Roju,,2005,\N,145,1636.0,True
5070,tt0475228,Bone Dry,,2007,\N,100,1204.0,False
5072,tt0475289,Hack!,,2007,\N,89,2228.0,False
5101,tt0478988,Thé Cáll ớf Cthúlhú,The Call of Cthulhu,2005,\N,90,8230.0,True
5110,tt0480249,I Am Legend,I Am Legend,2007,\N,101,720796.0,True
5116,tt0482461,Barry Munday,Barry Munday,2010,\N,95,4187.0,False
5139,tt0486674,What Just Happened,What Just Happened,2008,\N,104,27162.0,False
5147,tt0488177,My Girl and I,Parang-juuibo,2005,\N,97,2639.0,True
5155,tt0489225,Man in the Chair,,2007,\N,107,1688.0,True
5160,tt0490170,Lớvé Stớry 2050,Love Story 2050,2008,\N,180,2432.0,False
5177,tt0493420,Thé Gréát Háppinéss Spácé: Tálé ớf án Ớsáká Lớvé Thiéf,The Great Happiness Space: Tale of an Osaka Love Thief,2006,\N,76,,True
5181,tt0494199,5ive Girls,,2006,\N,95,3470.0,False
5190,tt0495747,Thé Qúick ánd thé Úndéád,,2006,\N,80,1414.0,False
5199,tt0498199,Just Love Me,,2006,\N,98,1588.0,False
5209,tt0499375,Guru,Guru,2007,\N,162,23099.0,True
5213,tt0756222,Art of the Devil 2,,2005,\N,100,1501.0,False
5246,tt0773318,Déficit,,2007,\N,79,,False
5251,tt0779982,Black Sheep,Black Sheep,2006,\N,87,40212.0,False
5257,tt0780534,My Mớm's Néw Bớyfriénd,,2008,\N,119,11631.0,False
5260,tt0782042,Gén,Gen,2006,\N,105,3511.0,False
5272,tt0787495,Netherbeast Incorporated,,2007,\N,93,1330.0,False
5273,tt0787524,The Man Who Knew Infinity,,2015,\N,108,55085.0,True
5274,tt0790618,Remember the Daze,,2007,\N,101,,False
5289,tt0800039,Forgetting Sarah Marshall,,2008,\N,111,275550.0,True
5290,tt0800069,Thé Hills Hávé Éyés 2,,2007,\N,89,62963.0,False
5296,tt0803080,Sáy Thát Yớú Lớvé Mé,,2006,\N,87,,False
5313,tt0809504,The Accidental Husband,,2008,\N,90,24063.0,False
5327,tt0814380,Notte prima degli esami - Oggi,,\N,2007,102,2218.0,False
5332,tt0816462,Conan the Barbarian,,\N,2011,113,97708.0,False
5339,tt0819796,Pláy Mé á Lớvé Sớng,,2007,\N,106,1449.0,True
5345,tt0822847,Priest,Priest,2011,\N,87,118353.0,False
5359,tt0829176,Gallowwalkers,,2012,\N,90,,False
5379,tt0841032,The Perfect Holiday,,2007,\N,96,3091.0,False
5388,tt0845424,The Abortion,Araf,2006,\N,97,4226.0,False
5406,tt0858492,Vikramarkudu,,2006,\N,140,3969.0,True
5420,tt0872022,Heavenly Forest,"Tada, kimi o aishiteru",2006,\N,116,3181.0,True
5447,tt0893406,Loaded,,2008,\N,98,,False
5458,tt0902952,Acolytes,,2008,\N,91,2323.0,False
5464,tt0907618,Aadavari Matalaku Ardhalu Verule,,2007,\N,157,1186.0,True
5468,tt0912580,The Devil Came on Horseback,The Devil Came on Horseback,2007,\N,88,1587.0,True
5470,tt0912585,Ghosts of Abu Ghraib,,2007,\N,78,1017.0,True
5473,tt0913425,Broken Embraces,Los abrazos rotos,2009,\N,127,40029.0,True
5510,tt0951335,The New Daughter,The New Daughter,\N,2009,108,14964.0,False
5513,tt0954937,Fúll Métál Villágé,Full Metal Village,\N,2006,90,1059.0,True
5558,tt0988045,Sherlock Holmes,,2009,\N,128,608408.0,True
5571,tt0995827,The Train: Some Lines Should Never Be Crossed...,The Train: Some Lines Should Never Be Crossed...,2007,\N,134,1137.0,False
5592,tt1010048,Slumdog Millionaire,Slumdog Millionaire,2008,\N,120,822486.0,True
5635,tt10272386,The Father,,2020,\N,97,109918.0,True
5663,tt1034305,Don't Look Up,,2009,\N,85,,False
5666,tt1034419,White Lightnin',White Lightnin',2009,\N,92,1732.0,True
5674,tt1038685,The King of Fighters,,2010,\N,93,4265.0,False
5685,tt1046173,G.I. Joe: The Rise of Cobra,G.I. Joe: The Rise of Cobra,2009,\N,118,205593.0,False
5703,tt10530176,The Call,,\N,2020,112,26797.0,True
5705,tt10534500,#Home,,\N,2021,158,10591.0,True
5725,tt10623524,Chal Mera Putt,Chal Mera Putt,2019,\N,124,2705.0,True
5737,tt1067920,Detective Conan: The Last Wizard of the Century,,1999,\N,105,2244.0,True
5752,tt10734864,Honeydew,Honeydew,2020,\N,106,1436.0,False
5784,tt10883506,A Sun,Yangguang puzhao,2019,\N,156,7282.0,True
5794,tt1091863,With Great Power: The Stan Lee Story,,2010,\N,80,1035.0,True
5813,tt1096997,The Pagan Queen,The Pagan Queen,2009,\N,99,2155.0,False
5814,tt1097256,Pléásé Vớté fớr Mé,,2007,\N,58,1354.0,True
5827,tt11033952,Square One: Michael Jackson,Square One,2019,\N,83,,True
5836,tt11068166,All Hands on Deck,,2020,\N,95,1242.0,True
5857,tt1119191,Thé Killing Rớớm,,2009,\N,93,14258.0,False
5866,tt11233960,The Unforgivable,,2021,\N,112,15759.0,True
5868,tt1123894,And Then Came Lola,,2009,\N,71,1663.0,False
5874,tt1125849,The Wrestler,The Wrestler,2008,\N,109,298596.0,True
5891,tt1130964,The 5th Quarter,The 5th Quarter,2010,\N,101,1578.0,False
5892,tt1130981,Téár This Héárt Ớút,Arráncame la vida,2008,\N,107,2296.0,True
5902,tt1132620,Thé Girl with thé Drágớn Táttớớ,,2009,\N,152,213591.0,True
5911,tt1135095,Tell Tale,,2009,\N,93,5052.0,False
5913,tt11357580,Luz,Luz,2020,\N,118,6020.0,True
5917,tt1137477,Scourge,Scourge,2008,\N,92,1081.0,False
5957,tt11515380,3rd Class,3rd Class,2020,\N,130,1598.0,True
5992,tt1161951,Amateur Porn Star Killer 2,Amateur Porn Star Killer 2,2008,\N,80,1062.0,False
6008,tt1172522,Machan,Machan,2008,\N,109,2078.0,True
6012,tt11730940,Bamfaad,Bamfaad,2020,\N,102,2163.0,True
6034,tt11809034,Rurouni Kenshin: Final Chapter Part I - The Final,Rurôni Kenshin: Sai shûshô - The Final,2021,\N,138,7424.0,True
6049,tt1187044,The Maid,La Nana,2009,\N,95,5932.0,True
6056,tt1189383,Thé Máskéd Gáng: Cyprús,Maskeli Besler: Kibris,2008,\N,87,,False
6064,tt1194238,Pớlytéchniqúé,,2009,\N,77,15651.0,True
6081,tt12027020,LA Originals,,2020,\N,92,1729.0,True
6094,tt12108622,Infinitum: Subject Unknown,,2021,\N,86,6718.0,False
6096,tt1212436,The Back-up Plan,,2010,\N,104,49373.0,False
6114,tt1225831,Extraordinary Stories,,2008,\N,245,,True
6123,tt1230165,Rớck Ớn!!,,2008,\N,145,21649.0,True
6131,tt1234541,Thé Búttérfly Éfféct 3: Révélátiớns,,2009,\N,90,19379.0,False
6137,tt1235830,Chico & Rita,,2010,\N,94,9031.0,True
6141,tt1236472,Lemmy,,2010,\N,116,8204.0,True
6142,tt1238302,Scarce,Scarce,2008,\N,93,1014.0,False
6162,tt12459520,The Claus Family,,2020,\N,96,1492.0,False
6176,tt1255953,Incendies,,2010,\N,131,165991.0,True
6221,tt12801262,Luca,,2021,\N,95,121835.0,True
6222,tt1280567,Last Stop 174,Última Parada 174,2008,\N,110,5104.0,True
6236,tt1286154,"Follow Kadri, Not Your Heart",Kadri'nin götürdügü yere git,2009,\N,102,1646.0,False
6255,tt12934748,Waiting for Death,,2020,\N,50,1131.0,True
6261,tt1296373,The FP,,2011,\N,82,1713.0,False
6275,tt13069986,After We Fell,,2021,\N,98,7576.0,False
6283,tt13095604,The Phenomenon,The Phenomenon,\N,2020,100,2872.0,True
6307,tt1324059,Wake Up Sid,Wake Up Sid,2009,\N,138,30215.0,True
6314,tt1327200,The Reeds,,2010,\N,86,,False
6354,tt1345777,Ishqiya,Ishqiya,2010,\N,118,10305.0,True
6359,tt1349853,Overheard,Sit ting fung wan,2009,\N,100,3104.0,True
6366,tt1352852,Thé Yés Mén Fix thé Wớrld,The Yes Men Fix the World,2009,\N,87,,True
6369,tt1355638,The Rabbi's Cat,,2011,\N,100,3396.0,True
6375,tt13624868,Udumb,Udumb,2021,\N,\N,1024.0,True
6376,tt1364289,Samyy luchshiy film 2,Samyy luchshiy film 2,2009,\N,80,1557.0,False
6377,tt1365048,3-D Sex and Zen: Extreme Ecstasy,,2011,\N,129,2659.0,False
6384,tt1368068,Deli Deli Olma,,2009,\N,100,1809.0,True
6402,tt1376717,Pláy,Play,2011,\N,118,5103.0,True
6406,tt1381512,RoboGeisha,Robo-geisha,\N,2009,102,2535.0,False
6423,tt13944546,Amma Deevena,,2021,\N,129,1249.0,True
6457,tt1415290,Son of Babylon,Syn Babilonu,2009,\N,100,1402.0,True
6460,tt1417592,Péárl Jám Twénty,,2011,\N,119,7827.0,True
6461,tt1418646,Beneath Hill 60,,2010,\N,122,7983.0,True
6492,tt1436372,Elle: A Modern Cinderella Tale,,2010,\N,90,1536.0,False
6493,tt1436559,"Love, Wedding, Marriage","Love, Wedding, Marriage",2011,\N,90,9223.0,False
6506,tt14433246,Level,Level,2021,\N,62,1273.0,False
6509,tt1448762,Open House,Open House,2010,\N,88,,False
6516,tt1454029,The Help,,2011,\N,146,442091.0,True
6521,tt1459040,Ibrahim Labyad,,2009,\N,134,3074.0,True
6529,tt1467273,The First Beautiful Thing,La prima cosa bella,2010,\N,122,5127.0,True
6536,tt1473357,Fatal,,2010,\N,95,2034.0,False
6550,tt1484521,30 Béáts,,2012,\N,88,1004.0,False
6552,tt1485749,Mr. Pip,,2012,\N,116,4098.0,True
6560,tt14888874,Démớn Sláyér: Kimétsú nớ Yáibá - Mt. Nátágúmớ Árc,Kimetsu no Yaiba: Natagumo Yama Hen,2020,\N,138,3953.0,True
6573,tt1502396,Alamar,Alamar,2009,\N,73,2453.0,True
6578,tt1504319,Rớád tớ Nớwhéré,Road to Nowhere,2010,\N,121,1754.0,False
6581,tt1506999,Haywire,Haywire,2011,\N,93,86017.0,False
6592,tt15141242,Tráyám,Trayam,2021,\N,118,,True
6596,tt1517225,The Enemy,Neprijatelj,2011,\N,108,2513.0,True
6603,tt1521877,Vanishing of the Bees,,2009,\N,87,1154.0,True
6608,tt1524131,Knucklehead,,2010,\N,100,2506.0,False
6615,tt1529240,Brownian Movement,Brownian Movement,\N,2010,97,1269.0,False
6620,tt1533084,The Traveler,,2010,\N,96,4716.0,False
6622,tt1534084,In Gold We Trust,,\N,2010,100,1002.0,False
6633,tt1537717,"Love, Bitter",Aci Ask,2009,\N,106,1836.0,False
6646,tt1545754,Are You Here,,\N,2013,114,15679.0,False
6654,tt1554414,The Dish & the Spoon,The Dish & the Spoon,2011,\N,92,1239.0,False
6656,tt1557843,Purge,Purge,2010,\N,80,1557.0,False
6672,tt1567312,Gélécéktén Bir Gün,,2010,\N,95,1090.0,False
6678,tt1568343,The Humbling,,2014,\N,112,6706.0,False
6690,tt1573478,Paleri Manikyam: Oru Pathirakolapathakathinte Katha,,2009,\N,155,1642.0,True
6698,tt1582271,The Good Doctor,,2011,\N,91,6698.0,False
6701,tt1582604,Simha,Simha,2010,\N,155,1553.0,False
6762,tt1620449,Conference of Animals,Konferenz der Tiere,2010,\N,93,6391.0,False
6766,tt1621039,Free Birds,Free Birds,\N,2013,91,23660.0,False
6792,tt1646958,Thé Áútớbiớgráphy ớf Nicớláé Céáúséscú,Autobiografia lui Nicolae Ceausescu,2010,\N,180,1459.0,True
6810,tt1653700,The Veteran,The Veteran,2011,\N,98,7137.0,False
6817,tt1658797,Anuvahood,,2011,\N,88,5026.0,False
6830,tt1665011,The Lives of Mount Druitt Youth,,2010,\N,60,1529.0,False
6834,tt1666335,The Calling,,2014,\N,108,8430.0,False
6838,tt1667354,Thé Páintéd Bird,,2019,\N,169,5468.0,True
6840,tt1668200,Elle s'appelait Sarah,,2010,\N,111,16910.0,True
6844,tt1670703,Footsteps in the Sand,Stapki v pyasaka,2010,\N,89,1535.0,True
6896,tt1714014,Majority,,2010,\N,111,5355.0,True
6909,tt1720621,Tráffickéd,Trafficked,2017,\N,104,1502.0,False
6913,tt1723124,Inbred,,2011,\N,98,4991.0,False
6914,tt1723596,Byớmkésh Bákshi,,2010,\N,136,1001.0,True
6916,tt1724970,Beyond Skyline,,\N,2017,106,21111.0,False
6918,tt1727252,Chillerama,,2011,\N,120,,False
6948,tt1753899,Hemel,Hemel,2012,\N,80,1530.0,False
6950,tt1754320,Operation Shmenti Capelli,,2011,\N,115,1285.0,True
6951,tt1754506,Battleground,,2012,\N,85,1331.0,False
6954,tt1754920,Yeh Saali Zindagi,,2011,\N,130,4583.0,True
6958,tt1758795,The To Do List,The To Do List,2013,\N,104,38696.0,False
6975,tt1780967,Seberg,,2019,\N,102,7557.0,False
6990,tt1787988,Talaash,,2012,\N,140,41254.0,True
6995,tt1793223,Fréé Sámplés,Free Samples,2012,\N,80,2123.0,False
7003,tt1800241,American Hustle,American Hustle,2013,\N,138,465207.0,True
7015,tt1808223,Losers' Club,,2011,\N,105,22998.0,True
7051,tt1832382,A Separation,,2011,\N,123,234304.0,True
7053,tt1833879,Scary or Die,,2012,\N,94,3721.0,False
7055,tt1836099,Bleak Night,Pasookkoon,2010,\N,116,1137.0,True
7065,tt1843335,Yutham Sei,Yutham Sei,2011,\N,160,1997.0,True
7067,tt1844025,Sadako 3D,Sadako 3D,2012,\N,96,1547.0,False
7076,tt1854582,No Vacancy,,2012,\N,81,2070.0,False
7087,tt1861982,Children...,,2011,\N,132,2494.0,True
7097,tt1867093,The Samaritan,The Samaritan,2012,\N,90,9797.0,False
7103,tt1877832,X-Men: Days of Future Past,,\N,2014,132,684885.0,True
7113,tt1889440,Teen Maar,,2011,\N,149,1602.0,False
7116,tt1891845,Thé Dáy ớf thé Crớws,,2012,\N,96,1278.0,True
7117,tt1891884,Once Upon a Time in Mumbaai Dobara,Once Upon a Time in Mumbai Dobaara!,2013,\N,160,7068.0,False
7127,tt1907779,The Dinosaur Project,The Dinosaur Project,2012,\N,83,5406.0,False
7140,tt1925466,Mall,Mall,2014,\N,88,1430.0,False
7159,tt1935897,Ámityvillé: Thé Áwákéning,,2017,\N,87,13741.0,False
7164,tt1943014,The Wicked Within,The Wicked Within,\N,2015,84,1225.0,False
7180,tt1961324,Pokémon the Movie: Black - Victini and Reshiram,,2011,\N,88,1084.0,False
7199,tt1988733,Naalaiya Theerpu,,1992,\N,140,1061.0,True
7203,tt1991245,Chérnớbyl Diáriés,,2012,\N,86,,False
7207,tt1997455,Naadodigal,,2009,\N,161,1244.0,True
7211,tt1999995,Would You Rather,,\N,2012,93,40181.0,False
7218,tt2008006,A Simple Life,Tou ze,2011,\N,118,5675.0,True
7225,tt2015381,Guardians of the Galaxy,Guardians of the Galaxy,2014,\N,121,1107891.0,True
7226,tt2022522,Rúnwáy,Runway,2010,\N,90,1372.0,True
7243,tt2048726,Daruchini Dwip,,2007,\N,128,3045.0,True
7247,tt2053463,Side Effects,Side Effects,2013,\N,106,185523.0,True
7266,tt2070649,Silenced,Do-ga-ni,2011,\N,125,,True
7278,tt2078644,Indian Rupee,,2011,\N,155,1766.0,True
7291,tt2084934,Kill Zombie!,Zombibi,2012,\N,90,1504.0,False
7303,tt2103281,Dawn of the Planet of the Apes,,2014,\N,130,,True
7306,tt2106671,Beyond the Hill,Tepenin Ardi,2012,\N,94,3482.0,True
7309,tt2107814,Schutzengel,Schutzengel,\N,2012,130,4150.0,False
7315,tt2112277,Swelter,,2014,\N,96,3056.0,False
7322,tt2119474,Maximum Conviction,Maximum Conviction,2012,\N,98,,False
7342,tt2149190,Camp 14: Total Control Zone,,2012,\N,106,1106.0,True
7345,tt2152896,Subramaniapuram,Subramaniapuram,2008,\N,145,1855.0,True
7353,tt2170593,St. Vincent,St. Vincent,\N,2014,102,99149.0,True
7359,tt2175672,Spirit,,2012,\N,165,1981.0,True
7377,tt2181855,4 Roses,,2019,\N,100,1002.0,False
7379,tt2181931,English Vinglish,,2012,\N,134,35310.0,True
