,tconst,writer
998,tt0032943,nm0886668
999,tt0032981,nm0002545
1000,tt0033022,nm0736778
1001,tt0033022,nm0012148
1002,tt0033022,nm0695456
1003,tt0033022,nm0003377
1004,tt0033022,nm0491048
1005,tt0033028,nm0462321
1006,tt0033028,nm0589316
1007,tt0033045,nm0710723
1008,tt0033045,nm0529450
1009,tt0033045,nm0372942
1010,tt0033152,nm0539942
1011,tt0033152,nm0083742
1012,tt0033152,nm0000067
1013,tt0033238,nm0067103
1014,tt0033238,nm0254690
1015,tt0033238,nm0296207
1016,tt0033238,nm0792845
1017,tt0033253,nm0842485
1018,tt0033253,nm0124002
1019,tt0033253,nm0482193
1020,tt0033253,nm0122446
1021,tt0033253,nm0375484
1022,tt0033253,nm0478541
1023,tt0033253,nm0629580
1024,tt0033317,nm0203477
1025,tt0033317,nm0355963
1026,tt0033317,nm0372609
1027,tt0033317,nm0688853
1028,tt0033317,nm0794900
1029,tt0033317,nm1304148
1030,tt0033317,nm1791910
1031,tt0033373,nm0102818
1032,tt0033373,nm0000697
1033,tt0033373,nm0598572
1034,tt0033477,nm0574110
1035,tt0033477,nm0888144
1036,tt0033532,nm0070948
1037,tt0033532,nm0869371
1038,tt0033533,nm0469915
1039,tt0033563,nm0335469
1040,tt0033563,nm0400056
1041,tt0033563,nm0257481
1042,tt0033563,nm0670328
1043,tt0033563,nm0061284
1044,tt0033563,nm0727370
1045,tt0033563,nm0821707
1046,tt0033563,nm0810324
1047,tt0033563,nm0008673
1048,tt0033563,nm2927785
1049,tt0033677,nm0168829
1050,tt0033677,nm0052231
1051,tt0033717,nm0001379
1052,tt0033717,nm0122446
1053,tt0033722,nm0102818
1054,tt0033722,nm0000697
1055,tt0033722,nm0295786
1056,tt0033722,nm0537363
1057,tt0033722,nm0713781
1058,tt0033723,nm0498738
1059,tt0033723,nm0727411
1060,tt0033723,nm0335471
1061,tt0033766,nm0469915
1062,tt0033766,nm0870150
1063,tt0033766,nm0473134
1064,tt0033774,nm0536941
1065,tt0033774,nm0335455
1066,tt0033787,nm0447071
1067,tt0033802,nm0287124
1068,tt0033802,nm0219068
1069,tt0033802,nm0672906
1070,tt0033836,nm0375484
1071,tt0033836,nm0462111
1072,tt0033836,nm0662213
1073,tt0033836,nm0132180
1074,tt0033870,nm0001379
1075,tt0033870,nm0358591
1076,tt0033873,nm0396716
1077,tt0033873,nm0629580
1078,tt0033873,nm0873707
1079,tt0033874,nm0258493
1080,tt0033874,nm0258525
1081,tt0033874,nm0442151
1082,tt0033874,nm0366454
1083,tt0033945,nm0627454
1084,tt0033945,nm0152256
1085,tt0033945,nm0001211
1086,tt0034012,nm0753452
1087,tt0034012,nm0154773
1088,tt0034027,nm2568071
1089,tt0034027,nm0928944
1090,tt0034027,nm0344645
1091,tt0034027,nm0675729
1092,tt0034027,nm0198202
1093,tt0034027,nm0649478
1094,tt0034162,nm0744035
1095,tt0034162,nm0518711
1096,tt0034224,nm0286025
1097,tt0034224,nm0547949
1098,tt0034224,nm0377127
1099,tt0034241,nm0000252
1100,tt0034241,nm0517567
1101,tt0034241,nm0037734
1102,tt0034241,nm0361837
1103,tt0034241,nm0334986
1104,tt0034241,nm0778818
1105,tt0034241,nm0818328
1106,tt0034398,nm0802561
1107,tt0034461,nm0210701
1108,tt0034461,nm1376910
1109,tt0034461,nm0272889
1110,tt0034461,nm0519845
1111,tt0034461,nm1386236
1112,tt0034461,nm1387311
1113,tt0034478,nm0824715
1114,tt0034478,nm0167241
1115,tt0034493,nm0899170
1116,tt0034493,nm0536139
1117,tt0034493,nm0953790
1118,tt0034493,nm0290000
1119,tt0034493,nm0315657
1120,tt0034493,nm0001120
1121,tt0034493,nm0598102
1122,tt0034493,nm1389176
1123,tt0034521,nm0309567
1124,tt0034521,nm1255711
1125,tt0034546,nm0774205
1126,tt0034546,nm0732325
1127,tt0034586,nm0488295
1128,tt0034586,nm0081788
1129,tt0034587,nm0090840
1130,tt0034591,nm0407456
1131,tt0034591,nm0654868
1132,tt0034591,nm0945868
1133,tt0034694,nm0744035
1134,tt0034694,nm0940827
1135,tt0034798,nm0490206
1136,tt0034798,nm0358591
1137,tt0034862,nm0083125
1138,tt0034862,nm0723418
1139,tt0034862,nm0000927
1140,tt0034862,nm0391750
1141,tt0034862,nm0492635
1142,tt0034862,nm0616893
1143,tt0034862,nm0841702
1144,tt0034890,nm0462321
1145,tt0034890,nm0321872
1146,tt0034891,nm0002021
1147,tt0034946,nm0732452
1148,tt0034946,nm0068672
1149,tt0035009,nm0617202
1150,tt0035015,nm0850483
1151,tt0035015,nm0000080
1152,tt0035015,nm0001072
1153,tt0035015,nm0608986
1154,tt0035017,nm0237836
1155,tt0035017,nm0626298
1156,tt0035019,nm0102818
1157,tt0035019,nm0000697
1158,tt0035019,nm0139321
1159,tt0035019,nm0452932
1160,tt0035093,nm0934497
1161,tt0035093,nm0296207
1162,tt0035093,nm0385264
1163,tt0035093,nm0921995
1164,tt0035093,nm0835369
1165,tt0035093,nm0651585
1166,tt0035093,nm0792670
1167,tt0035093,nm0928295
1168,tt0035100,nm0291035
1169,tt0035100,nm0659085
1170,tt0035100,nm0366942
1171,tt0035100,nm0124918
1172,tt0035100,nm0212700
1173,tt0035140,nm0732452
1174,tt0035140,nm0698989
1175,tt0035169,nm0002545
1176,tt0035169,nm0480677
1177,tt0035211,nm0842485
1178,tt0035211,nm0542534
1179,tt0035211,nm0302904
1180,tt0035211,nm0750357
1181,tt0035211,nm0493071
1182,tt0035211,nm0732452
1183,tt0035228,nm0519845
1184,tt0035228,nm0722852
1185,tt0035228,nm0763351
1186,tt0035279,nm0896830
1187,tt0035279,nm0365661
1188,tt0035279,nm0662213
1189,tt0035279,nm0000033
1190,tt0035417,nm0789758
1191,tt0035417,nm0118227
1192,tt0035417,nm0886861
1193,tt0035417,nm0363563
1194,tt0035429,nm0001294
1195,tt0035429,nm0226538
1196,tt0035429,nm0604610
1197,tt0035429,nm0534191
1198,tt0035432,nm0540816
1199,tt0035432,nm0122446
1200,tt0035432,nm0001294
1201,tt0035432,nm0878338
1202,tt0035446,nm0501872
1203,tt0035446,nm0562372
1204,tt0035446,nm0523932
1205,tt0035521,nm0699535
1206,tt0035521,nm0488435
1207,tt0035567,nm0488057
1208,tt0035567,nm0437720
1209,tt0035567,nm0536941
1210,tt0035575,nm0118758
1211,tt0035575,nm0430578
1212,tt0035575,nm0258493
1213,tt0035575,nm0258525
1214,tt0035640,nm0113954
1215,tt0035640,nm0765036
1216,tt0035753,nm0154438
1217,tt0035753,nm0167241
1218,tt0035939,nm0383428
1219,tt0035966,nm0106517
1220,tt0035966,nm0000485
1221,tt0035966,nm0923333
1222,tt0035979,nm0710723
1223,tt0035979,nm0124224
1224,tt0036098,nm0124947
1225,tt0036098,nm0460893
1226,tt0036152,nm0158738
1227,tt0036152,nm0462840
1228,tt0036152,nm0943758
1229,tt0036191,nm0119279
1230,tt0036191,nm0477696
1231,tt0036191,nm0711474
1232,tt0036230,nm0886668
1233,tt0036230,nm0168829
1234,tt0036230,nm0332539
1235,tt0036260,nm0774441
1236,tt0036260,nm0941280
1237,tt0036342,nm0928642
1238,tt0036342,nm0072639
1239,tt0036342,nm0720904
1240,tt0036342,nm0568060
1241,tt0036367,nm0778818
1242,tt0036367,nm0368807
1243,tt0036377,nm0780833
1244,tt0036377,nm0921268
1245,tt0036422,nm0659085
1246,tt0036422,nm0291035
1247,tt0036422,nm0449462
1248,tt0036422,nm0293388
1249,tt0036422,nm0777150
1250,tt0036430,nm0732452
1251,tt0036430,nm0083125
1252,tt0036430,nm0000927
1253,tt0036430,nm0258493
1254,tt0036430,nm0258525
1255,tt0036613,nm0258493
1256,tt0036613,nm0258525
1257,tt0036613,nm0450279
1258,tt0036641,nm0297190
1259,tt0036641,nm0888996
1260,tt0036653,nm0513563
1261,tt0036653,nm0299124
1262,tt0036653,nm0312707
1263,tt0036716,nm0507210
1264,tt0036716,nm0112218
1265,tt0036716,nm0201405
1266,tt0036775,nm0000697
1267,tt0036775,nm0151452
1268,tt0036775,nm0128906
1269,tt0036818,nm0819293
1270,tt0036855,nm0886668
1271,tt0036855,nm0281556
1272,tt0036855,nm0049721
1273,tt0036855,nm0358096
1274,tt0036891,nm0002545
1275,tt0036922,nm0202681
1276,tt0036962,nm0629580
1277,tt0036962,nm0163229
1278,tt0036962,nm0243004
1279,tt0036962,nm0917200
1280,tt0036962,nm0811467
1281,tt0036962,nm0287931
1282,tt0036962,nm0289535
1283,tt0037008,nm0143837
1284,tt0037008,nm0237225
1285,tt0037008,nm0388755
1286,tt0037008,nm0718101
1287,tt0037008,nm0488057
1288,tt0037017,nm0825705
1289,tt0037017,nm0842485
1290,tt0037017,nm0000033
1291,tt0037017,nm0372942
1292,tt0037024,nm0528530
1293,tt0037024,nm0523269
1294,tt0037055,nm0344246
1295,tt0037055,nm0001907
1296,tt0037059,nm0106505
1297,tt0037059,nm0277943
1298,tt0037059,nm0072639
1299,tt0037059,nm0373511
1300,tt0037059,nm0525067
1301,tt0037059,nm0556945
1302,tt0037059,nm4251617
1303,tt0037075,nm0589316
1304,tt0037075,nm0001294
1305,tt0037077,nm0002545
1306,tt0037084,nm0931117
1307,tt0037084,nm0312707
1308,tt0037084,nm0600755
1309,tt0037084,nm0640605
1310,tt0037094,nm0258493
1311,tt0037094,nm0258525
1312,tt0037094,nm0901896
1313,tt0037096,nm0858329
1314,tt0037096,nm1080563
1315,tt0037096,nm0111313
1316,tt0037096,nm0035158
1317,tt0037096,nm0330390
1318,tt0037096,nm0666822
1319,tt0037096,nm0770337
1320,tt0037101,nm0668122
1321,tt0037101,nm0151452
1322,tt0037151,nm0588003
1323,tt0037151,nm0788058
1324,tt0037323,nm0564610
1325,tt0037323,nm0771087
1326,tt0037323,nm0230564
1327,tt0037367,nm0000180
1328,tt0037367,nm0623768
1329,tt0037367,nm0369743
1330,tt0037367,nm0002021
1331,tt0037415,nm0807977
1332,tt0037415,nm0664022
1333,tt0037415,nm0531244
1334,tt0037462,nm0921995
1335,tt0037462,nm0527331
1336,tt0037462,nm0296207
1337,tt0037462,nm0002317
1338,tt0037462,nm0622251
1339,tt0037469,nm0425913
1340,tt0037469,nm0909260
1341,tt0037558,nm0002021
1342,tt0037558,nm0369743
1343,tt0037558,nm0000180
1344,tt0037558,nm0623768
1345,tt0037595,nm0396754
1346,tt0037595,nm0173532
1347,tt0037595,nm0357707
1348,tt0037614,nm0732452
1349,tt0037614,nm0147119
1350,tt0037614,nm0930539
1351,tt0037630,nm0000975
1352,tt0037630,nm0225784
1353,tt0037630,nm0168413
1354,tt0037635,nm0047786
1355,tt0037635,nm0534191
1356,tt0037635,nm0165021
1357,tt0037635,nm0920229
1358,tt0037635,nm0072478
1359,tt0037638,nm0326107
1360,tt0037638,nm0600755
1361,tt0037671,nm0090840
1362,tt0037671,nm0542534
1363,tt0037671,nm0684093
1364,tt0037865,nm0842485
1365,tt0037865,nm0930082
1366,tt0037885,nm0709446
1367,tt0037885,nm0557398
1368,tt0037913,nm0532030
1369,tt0037913,nm0128906
1370,tt0037913,nm0001203
1371,tt0037913,nm0344391
1372,tt0037913,nm0540816
1373,tt0037913,nm0682787
1374,tt0037913,nm0877957
1375,tt0037913,nm0928603
1376,tt0037913,nm0932163
1377,tt0037939,nm0367060
1378,tt0037939,nm0335471
1379,tt0037939,nm0430578
1380,tt0037939,nm0277333
1381,tt0037939,nm0012148
1382,tt0037939,nm0115669
1383,tt0037988,nm0506797
1384,tt0037988,nm0928492
1385,tt0038000,nm0540816
1386,tt0038000,nm0097286
1387,tt0038000,nm0125300
1388,tt0038000,nm0202681
1389,tt0038057,nm0478579
1390,tt0038057,nm0610207
1391,tt0038057,nm0629580
1392,tt0038107,nm0124947
1393,tt0038107,nm0675081
1394,tt0038107,nm0719756
1395,tt0038107,nm0001203
1396,tt0038107,nm0425913
1397,tt0038120,nm0040852
1398,tt0038120,nm0256880
1399,tt0038120,nm0829029
1400,tt0038120,nm0071025
1401,tt0038120,nm0494435
1402,tt0038120,nm0701505
1403,tt0038213,nm0576046
1404,tt0038213,nm0397022
1405,tt0038213,nm0202627
1406,tt0038238,nm0711905
1407,tt0038238,nm0344645
1408,tt0038238,nm0792553
1409,tt0038238,nm0699875
1410,tt0038348,nm0168413
1411,tt0038348,nm0207305
1412,tt0038355,nm0001203
1413,tt0038355,nm0102824
1414,tt0038355,nm0299154
1415,tt0038355,nm0151452
1416,tt0038387,nm0108579
1417,tt0038387,nm0916956
1418,tt0038387,nm0044831
1419,tt0038559,nm0254154
1420,tt0038559,nm0252100
1421,tt0038559,nm0663763
1422,tt0038559,nm0372942
1423,tt0038577,nm0104447
1424,tt0038577,nm0319148
1425,tt0038577,nm0345965
1426,tt0038589,nm0069410
1427,tt0038589,nm0193466
1428,tt0038589,nm0186355
1429,tt0038589,nm0641199
1430,tt0038589,nm0710723
1431,tt0038589,nm0887858
1432,tt0038589,nm0011343
1433,tt0038589,nm0341178
1434,tt0038589,nm0710299
1435,tt0038650,nm0329304
1436,tt0038650,nm0352443
1437,tt0038650,nm0001008
1438,tt0038650,nm0842485
1439,tt0038650,nm0827821
1440,tt0038650,nm0933858
1441,tt0038700,nm0316807
1442,tt0038700,nm0059555
1443,tt0038733,nm0003836
1444,tt0038733,nm0696247
1445,tt0038762,nm0257143
1446,tt0038762,nm0588003
1447,tt0038762,nm0375500
1448,tt0038762,nm0482193
1449,tt0038787,nm0372942
1450,tt0038787,nm0000033
1451,tt0038787,nm0285218
1452,tt0038787,nm0644048
1453,tt0038823,nm0024847
1454,tt0038823,nm0000019
1455,tt0038823,nm0542843
1456,tt0038823,nm0656496
1457,tt0038823,nm0370883
1458,tt0038823,nm0744023
1459,tt0038823,nm0311931
1460,tt0038823,nm0695390
1461,tt0038824,nm0816458
1462,tt0038824,nm0245213
1463,tt0038824,nm0799442
1464,tt0038854,nm0750822
1465,tt0038854,nm0124002
1466,tt0038854,nm0128906
1467,tt0038890,nm0024847
1468,tt0038890,nm0000019
1469,tt0038890,nm0744023
1470,tt0038890,nm0175924
1471,tt0038913,nm0024847
1472,tt0038913,nm0290000
1473,tt0038913,nm0899170
1474,tt0038913,nm0953790
1475,tt0038934,nm0108579
1476,tt0038934,nm0044831
1477,tt0038948,nm0629580
1478,tt0038948,nm0461594
1479,tt0038948,nm2314820
1480,tt0038948,nm0448566
1481,tt0038948,nm0652314
1482,tt0038965,nm0227481
1483,tt0038965,nm0000581
1484,tt0038965,nm0097286
1485,tt0038965,nm0560857
1486,tt0038965,nm0833448
1487,tt0038969,nm0721468
1488,tt0038969,nm0335577
1489,tt0038969,nm0710683
1490,tt0038969,nm0364873
1491,tt0038969,nm0670328
1492,tt0038969,nm0942723
1493,tt0038969,nm0821707
1494,tt0038975,nm0227571
1495,tt0038975,nm0924781
1496,tt0038991,nm0892044
1497,tt0038991,nm0873193
1498,tt0038991,nm0242938
1499,tt0038991,nm0000080
1500,tt0038991,nm0001379
1501,tt0039074,nm0475149
1502,tt0039074,nm0406808
1503,tt0039090,nm0386750
1504,tt0039090,nm0000041
1505,tt0039090,nm0559700
1506,tt0039101,nm0938288
1507,tt0039101,nm0948634
1508,tt0039208,nm0614645
1509,tt0039208,nm0653617
1510,tt0039224,nm0112218
1511,tt0039224,nm0666377
1512,tt0039286,nm0668122
1513,tt0039286,nm0112218
1514,tt0039302,nm0202681
1515,tt0039302,nm0328959
1516,tt0039305,nm0308177
1517,tt0039305,nm0279795
1518,tt0039305,nm0729694
1519,tt0039305,nm0010987
1520,tt0039305,nm0081126
1521,tt0039370,nm0729694
1522,tt0039370,nm0449755
1523,tt0039370,nm0943362
1524,tt0039416,nm0387740
1525,tt0039416,nm0366454
1526,tt0039416,nm0001415
1527,tt0039420,nm0242897
1528,tt0039420,nm0225283
1529,tt0039502,nm0293388
1530,tt0039502,nm0461113
1531,tt0039502,nm0507265
1532,tt0039502,nm0826873
1533,tt0039502,nm0548993
1534,tt0039536,nm0372942
1535,tt0039536,nm0496468
1536,tt0039536,nm0513787
1537,tt0039536,nm0242897
1538,tt0039563,nm0060576
1539,tt0039563,nm0075911
1540,tt0039563,nm0735096
1541,tt0039566,nm0206325
1542,tt0039566,nm0829330
1543,tt0039566,nm0512231
1544,tt0039566,nm0189496
1545,tt0039628,nm0780833
1546,tt0039628,nm0204016
1547,tt0039631,nm0000122
1548,tt0039631,nm0000080
1549,tt0039651,nm0407456
1550,tt0039651,nm0654868
1551,tt0039661,nm0299154
1552,tt0039661,nm0340343
1553,tt0039666,nm0621783
1554,tt0039666,nm0916987
1555,tt0039666,nm0811770
1556,tt0039668,nm0327921
1557,tt0039668,nm0735879
1558,tt0039668,nm0211993
1559,tt0039676,nm0001907
1560,tt0039677,nm0337837
1561,tt0039677,nm0792670
1562,tt0039689,nm0537784
1563,tt0039689,nm0128906
1564,tt0039689,nm0272045
1565,tt0039725,nm0724337
1566,tt0039725,nm0532030
1567,tt0039725,nm0918061
1568,tt0039737,nm0124002
1569,tt0039768,nm0372942
1570,tt0039768,nm0496468
1571,tt0039768,nm0400568
1572,tt0039768,nm0365661
1573,tt0039822,nm0893736
1574,tt0039822,nm0578483
1575,tt0039895,nm0118914
1576,tt0039895,nm0486538
1577,tt0039941,nm0532030
1578,tt0039941,nm0580648
1579,tt0039941,nm0035655
1580,tt0039973,nm0101115
1581,tt0039973,nm0589616
1582,tt0039973,nm0475823
1583,tt0040064,nm0821716
1584,tt0040064,nm0637793
1585,tt0040064,nm0477437
1586,tt0040064,nm0622251
1587,tt0040068,nm0498738
1588,tt0040068,nm0727411
1589,tt0040068,nm0335471
1590,tt0040068,nm0791217
1591,tt0040068,nm0831290
1592,tt0040308,nm0791084
1593,tt0040308,nm0329304
1594,tt0040308,nm0352443
1595,tt0040308,nm0093397
1596,tt0040321,nm0665875
1597,tt0040321,nm0323869
1598,tt0040338,nm0001294
1599,tt0040338,nm0832593
1600,tt0040338,nm0854789
1601,tt0040369,nm0637793
1602,tt0040369,nm0068650
1603,tt0040427,nm0383421
1604,tt0040427,nm0928108
1605,tt0040427,nm0261400
1606,tt0040495,nm0902121
1607,tt0040495,nm0898573
1608,tt0040495,nm0364668
1609,tt0040506,nm0112218
1610,tt0040506,nm0001379
1611,tt0040506,nm0027173
1612,tt0040522,nm0953790
1613,tt0040522,nm0059030
1614,tt0040522,nm0080755
1615,tt0040522,nm0147599
1616,tt0040522,nm0001120
1617,tt0040522,nm0290000
1618,tt0040522,nm0315657
1619,tt0040522,nm0346291
1620,tt0040525,nm0455271
1621,tt0040525,nm0000080
1622,tt0040525,nm0145336
1623,tt0040525,nm0496468
1624,tt0040525,nm0548529
1625,tt0040536,nm0462321
1626,tt0040536,nm0959003
1627,tt0040536,nm0649097
1628,tt0040558,nm0000636
1629,tt0040558,nm0000080
1630,tt0040613,nm0388233
1631,tt0040613,nm0659085
1632,tt0040613,nm0291035
1633,tt0040626,nm0552058
1634,tt0040643,nm0528530
1635,tt0040643,nm0490206
1636,tt0040643,nm0941280
1637,tt0040662,nm0002042
1638,tt0040662,nm0000180
1639,tt0040662,nm0371552
1640,tt0040662,nm0001907
1641,tt0040662,nm0909727
1642,tt0040705,nm0622251
1643,tt0040705,nm0651585
1644,tt0040705,nm0076665
1645,tt0040705,nm0073394
1646,tt0040705,nm0006388
1647,tt0040705,nm0372942
1648,tt0040723,nm0040852
1649,tt0040723,nm0383421
1650,tt0040723,nm0035615
1651,tt0040723,nm0039022
1652,tt0040724,nm0153698
1653,tt0040724,nm0773660
1654,tt0040725,nm0026153
1655,tt0040725,nm0696247
1656,tt0040725,nm0935773
1657,tt0040725,nm0003836
1658,tt0040737,nm0211459
1659,tt0040737,nm0515491
1660,tt0040737,nm0699750
1661,tt0040737,nm0959617
1662,tt0040737,nm0615889
1663,tt0040737,nm0673773
1664,tt0040737,nm0598101
1665,tt0040737,nm0598102
1666,tt0040795,nm0378540
1667,tt0040795,nm0202600
1668,tt0040843,nm0459067
1669,tt0040843,nm0257143
1670,tt0040866,nm0682881
1671,tt0040866,nm0894015
1672,tt0040866,nm0899581
1673,tt0040872,nm0773660
1674,tt0040872,nm0712947
1675,tt0040872,nm0026660
1676,tt0040876,nm0241416
1677,tt0040876,nm0034124
1678,tt0040897,nm0001379
1679,tt0040897,nm0871252
1680,tt0040970,nm0711905
1681,tt0040970,nm0344645
1682,tt0041088,nm0724307
1683,tt0041088,nm0949418
1684,tt0041113,nm0913014
1685,tt0041113,nm0744035
1686,tt0041268,nm0297190
1687,tt0041268,nm0870511
1688,tt0041268,nm0101115
1689,tt0041386,nm0709446
1690,tt0041445,nm0532030
1691,tt0041445,nm0665875
1692,tt0041460,nm0178785
1693,tt0041473,nm0501973
1694,tt0041473,nm0915873
1695,tt0041487,nm0948634
1696,tt0041487,nm0917783
1697,tt0041487,nm0000581
1698,tt0041507,nm0352443
1699,tt0041507,nm0329304
1700,tt0041507,nm0868974
1701,tt0041507,nm0710723
1702,tt0041507,nm0529450
1703,tt0041507,nm0000036
1704,tt0041513,nm0001203
1705,tt0041513,nm0534693
1706,tt0041546,nm0395170
1707,tt0041546,nm0357607
1708,tt0041546,nm0226538
1709,tt0041546,nm0593867
1710,tt0041694,nm0072639
1711,tt0041694,nm0877957
1712,tt0041694,nm0941280
1713,tt0041694,nm0500552
1714,tt0041699,nm0452878
1715,tt0041699,nm0000041
1716,tt0041716,nm0337582
1717,tt0041716,nm0173679
1718,tt0041716,nm0730385
1719,tt0041746,nm0838865
1720,tt0041746,nm0242897
1721,tt0041746,nm0629580
1722,tt0041746,nm0001415
1723,tt0041746,nm5234602
1724,tt0041786,nm0308594
1725,tt0041786,nm0812026
1726,tt0041786,nm0227571
1727,tt0041786,nm0448839
1728,tt0041786,nm0390357
1729,tt0041841,nm0113689
1730,tt0041841,nm0335455
1731,tt0041859,nm0169883
1732,tt0041859,nm0545309
1733,tt0041928,nm0607487
1734,tt0041928,nm0873613
1735,tt0041928,nm0920216
1736,tt0041954,nm0729694
1737,tt0041954,nm0460029
1738,tt0041954,nm0077587
1739,tt0041996,nm0058905
1740,tt0041996,nm0493446
1741,tt0041996,nm0454771
1742,tt0042041,nm0324578
1743,tt0042041,nm0730850
1744,tt0042041,nm0446132
1745,tt0042046,nm0227571
1746,tt0042046,nm0941280
1747,tt0042192,nm0000581
1748,tt0042192,nm0650581
1749,tt0042209,nm0020104
1750,tt0042209,nm0277943
1751,tt0042210,nm0172559
1752,tt0042210,nm0423329
1753,tt0042210,nm0460029
1754,tt0042210,nm0460130
1755,tt0042210,nm0463430
1756,tt0042210,nm0854502
1757,tt0042210,nm0923941
1758,tt0042235,nm0163229
1759,tt0042235,nm0757415
1760,tt0042286,nm0036433
1761,tt0042286,nm0540816
1762,tt0042286,nm0087581
1763,tt0042296,nm0446132
1764,tt0042296,nm0774441
1765,tt0042369,nm0745866
1766,tt0042369,nm0338707
1767,tt0042395,nm0873613
1768,tt0042436,nm0168413
1769,tt0042436,nm0578483
1770,tt0042451,nm0329304
1771,tt0042451,nm0352443
1772,tt0042451,nm0834117
1773,tt0042490,nm0773660
1774,tt0042490,nm0124002
1775,tt0042546,nm0153808
1776,tt0042546,nm0110958
1777,tt0042546,nm0175333
1778,tt0042648,nm0113689
1779,tt0042648,nm0566752
1780,tt0042742,nm0728307
1781,tt0042742,nm0571306
1782,tt0042788,nm0252100
1783,tt0042788,nm0449946
1784,tt0042788,nm0218778
1785,tt0042788,nm0915252
1786,tt0042792,nm0000581
1787,tt0042792,nm0760488
1788,tt0042792,nm0948634
1789,tt0042876,nm0015611
1790,tt0042876,nm0000041
1791,tt0042876,nm0368074
1792,tt0042898,nm0492692
1793,tt0042898,nm0670874
1794,tt0042906,nm0774217
1795,tt0042906,nm0622148
1796,tt0042906,nm0649097
1797,tt0042958,nm0452878
1798,tt0042958,nm0000041
1799,tt0042994,nm0177336
1800,tt0042994,nm0720904
1801,tt0042994,nm0421862
1802,tt0042994,nm0108833
1803,tt0042994,nm0532030
1804,tt0043014,nm0102818
1805,tt0043014,nm0000697
1806,tt0043014,nm0551261
1807,tt0043041,nm0425913
1808,tt0043041,nm0445201
1809,tt0043137,nm0724307
1810,tt0043137,nm0153698
1811,tt0043137,nm0482193
1812,tt0043278,nm0503585
1813,tt0043286,nm0174823
1814,tt0043286,nm0455510
1815,tt0043286,nm0920216
1816,tt0043332,nm0953790
1817,tt0043332,nm0147599
1818,tt0043332,nm0742940
1819,tt0043332,nm0899581
1820,tt0043338,nm0000697
1821,tt0043338,nm0760488
1822,tt0043338,nm0628305
1823,tt0043338,nm0221528
1824,tt0043379,nm0324578
1825,tt0043379,nm0730850
1826,tt0043379,nm0533418
1827,tt0043379,nm0286163
1828,tt0043435,nm0101115
1829,tt0043435,nm0128332
1830,tt0043456,nm0636002
1831,tt0043456,nm0060915
1832,tt0043459,nm0896830
1833,tt0043459,nm0397822
1834,tt0043459,nm0738366
1835,tt0043459,nm0958454
1836,tt0043476,nm0789520
1837,tt0043476,nm0744576
1838,tt0043476,nm0542332
1839,tt0043476,nm0186355
1840,tt0043545,nm0833949
1841,tt0043545,nm0866238
1842,tt0043614,nm0234502
1843,tt0043614,nm0386750
